state,value,date
Colorado,"153,199,464",2002-02-01
Connecticut,"131,121,102",2002-02-01
Delaware,"35,258,287",2002-02-01
District of Columbia,"11,642,495",2002-02-01
Florida,"659,051,688",2002-02-01
Georgia,"381,724,312",2002-02-01
Hawaii,"47,173,594",2002-02-01
Idaho,"53,154,800",2002-02-01
Illinois,"368,541,940",2002-02-01
Indiana,"238,884,745",2002-02-01
Iowa,"109,967,848",2002-02-01
Kansas,"105,302,540",2002-02-01
Kentucky,"171,887,499",2002-02-01
Louisiana,"184,829,709",2002-02-01
Maine,"39,427,135",2002-02-01
Maryland,"219,545,956",2002-02-01
Massachusetts,"200,822,353",2002-02-01
Michigan,"369,163,759",2002-02-01
Minnesota,"192,551,282",2002-02-01
Mississippi,"122,873,572",2002-02-01
Missouri,"238,297,330",2002-02-01
Montana,"33,504,973",2002-02-01
Nebraska,"62,745,602",2002-02-01
Nevada,"70,020,342",2002-02-01
New Hampshire,"50,876,760",2002-02-01
New Jersey,"253,512,857",2002-02-01
New Mexico,"76,248,039",2002-02-01
New York,"428,354,821",2002-02-01
North Carolina,"314,049,270",2002-02-01
North Dakota,"25,287,139",2002-02-01
Ohio,"389,402,305",2002-02-01
Oklahoma,"152,521,254",2002-02-01
Oregon,"128,715,870",2002-02-01
Pennsylvania,"368,872,063",2002-02-01
Rhode Island,"29,817,905",2002-02-01
South Carolina,"174,861,700",2002-02-01
South Dakota,"31,104,339",2002-02-01
Tennessee,"205,244,229",2002-02-01
Texas,"871,310,409",2002-02-01
Utah,"83,502,131",2002-02-01
Vermont,"26,085,345",2002-02-01
Virginia,"287,814,670",2002-02-01
Washington,"201,769,016",2002-02-01
West Virginia,"54,916,820",2002-02-01
Wisconsin,"186,301,548",2002-02-01
Wyoming,"29,027,333",2002-02-01
Alabama,"185,781,187",2003-02-01
Alaska,"21,937,520",2003-02-01
Arizona,"204,240,027",2003-02-01
Arkansas,"103,886,848",2003-02-01
California,"1,181,079,757",2003-02-01
Colorado,"157,227,176",2003-02-01
Connecticut,"125,700,629",2003-02-01
Delaware,"28,760,844",2003-02-01
District of Columbia,"12,778,818",2003-02-01
Florida,"678,686,177",2003-02-01
Georgia,"378,139,196",2003-02-01
Hawaii,"28,208,585",2003-02-01
Idaho,"48,552,859",2003-02-01
Illinois,"390,876,830",2003-02-01
Indiana,"231,556,206",2003-02-01
Iowa,"116,095,825",2003-02-01
Kansas,"100,925,047",2003-02-01
Kentucky,"158,702,727",2003-02-01
Louisiana,"215,979,682",2003-02-01
Maine,"62,031,825",2003-02-01
Maryland,"176,065,791",2003-02-01
Massachusetts,"208,151,046",2003-02-01
Michigan,"369,252,134",2003-02-01
Minnesota,"199,578,862",2003-02-01
Mississippi,"113,452,849",2003-02-01
Missouri,"229,572,600",2003-02-01
Montana,"33,333,941",2003-02-01
Nebraska,"61,295,147",2003-02-01
Nevada,"77,892,424",2003-02-01
New Hampshire,"53,614,132",2003-02-01
New Jersey,"298,657,581",2003-02-01
New Mexico,"93,910,691",2003-02-01
New York,"400,380,329",2003-02-01
North Carolina,"309,802,532",2003-02-01
North Dakota,"27,045,579",2003-02-01
Ohio,"376,965,417",2003-02-01
Oklahoma,"134,664,391",2003-02-01
Oregon,"120,370,706",2003-02-01
Pennsylvania,"367,850,913",2003-02-01
Rhode Island,"30,378,744",2003-02-01
South Carolina,"174,967,999",2003-02-01
South Dakota,"30,282,336",2003-02-01
Tennessee,"196,703,337",2003-02-01
Texas,"840,241,321",2003-02-01
Utah,"77,171,637",2003-02-01
Vermont,"26,798,621",2003-02-01
Virginia,"268,876,397",2003-02-01
Washington,"206,267,297",2003-02-01
West Virginia,"68,753,149",2003-02-01
Wisconsin,"180,633,829",2003-02-01
Wyoming,"21,156,797",2003-02-01
Alabama,"199,070,151",2004-02-01
Alaska,"20,877,270",2004-02-01
Arizona,"222,095,612",2004-02-01
Arkansas,"114,821,624",2004-02-01
California,"1,251,734,914",2004-02-01
Colorado,"166,981,281",2004-02-01
Connecticut,"123,500,896",2004-02-01
Delaware,"32,504,897",2004-02-01
District of Columbia,"13,891,686",2004-02-01
Florida,"782,562,263",2004-02-01
Georgia,"391,247,318",2004-02-01
Hawaii,"36,868,443",2004-02-01
Idaho,"53,923,909",2004-02-01
Illinois,"406,803,708",2004-02-01
Indiana,"250,585,165",2004-02-01
Iowa,"118,157,921",2004-02-01
Kansas,"101,067,217",2004-02-01
Kentucky,"172,731,639",2004-02-01
Louisiana,"183,107,117",2004-02-01
Maine,"53,395,744",2004-02-01
Maryland,"204,863,392",2004-02-01
Massachusetts,"220,064,119",2004-02-01
Michigan,"393,403,233",2004-02-01
Minnesota,"205,409,981",2004-02-01
Mississippi,"132,586,823",2004-02-01
Missouri,"239,290,506",2004-02-01
Montana,"34,573,578",2004-02-01
Nebraska,"63,945,262",2004-02-01
Nevada,"83,101,578",2004-02-01
New Hampshire,"55,420,840",2004-02-01
New Jersey,"335,661,952",2004-02-01
New Mexico,"121,945,664",2004-02-01
New York,"444,834,170",2004-02-01
North Carolina,"340,455,371",2004-02-01
North Dakota,"27,534,026",2004-02-01
Ohio,"403,467,539",2004-02-01
Oklahoma,"144,038,667",2004-02-01
Oregon,"131,038,304",2004-02-01
Pennsylvania,"394,445,408",2004-02-01
Rhode Island,"31,294,112",2004-02-01
South Carolina,"184,317,224",2004-02-01
South Dakota,"30,810,249",2004-02-01
Tennessee,"220,452,198",2004-02-01
Texas,"952,832,304",2004-02-01
Utah,"78,067,066",2004-02-01
Vermont,"28,222,626",2004-02-01
Virginia,"304,154,238",2004-02-01
Washington,"179,170,835",2004-02-01
West Virginia,"105,449,801",2004-02-01
Wisconsin,"189,647,502",2004-02-01
Wyoming,"28,754,103",2004-02-01
Alabama,"201,666,568",2005-02-01
Alaska,"19,494,156",2005-02-01
Arizona,"223,060,184",2005-02-01
Arkansas,"111,346,107",2005-02-01
California,"1,189,396,424",2005-02-01
Colorado,"162,937,519",2005-02-01
Connecticut,"132,711,203",2005-02-01
Delaware,"31,838,690",2005-02-01
District of Columbia,"12,242,142",2005-02-01
Florida,"723,708,503",2005-02-01
Georgia,"406,017,300",2005-02-01
Hawaii,"52,668,753",2005-02-01
Idaho,"51,655,135",2005-02-01
Illinois,"425,598,131",2005-02-01
Indiana,"240,926,680",2005-02-01
Iowa,"116,644,255",2005-02-01
Kansas,"97,804,325",2005-02-01
Kentucky,"166,747,266",2005-02-01
Louisiana,"175,463,431",2005-02-01
Maine,"54,127,359",2005-02-01
Maryland,"197,863,068",2005-02-01
Massachusetts,"213,264,635",2005-02-01
Michigan,"382,734,970",2005-02-01
Minnesota,"197,998,292",2005-02-01
Mississippi,"136,079,694",2005-02-01
Missouri,"238,324,649",2005-02-01
Montana,"33,878,353",2005-02-01
Nebraska,"60,037,901",2005-02-01
Nevada,"82,529,551",2005-02-01
New Hampshire,"56,027,976",2005-02-01
New Jersey,"320,363,200",2005-02-01
New Mexico,"120,228,424",2005-02-01
New York,"431,180,772",2005-02-01
North Carolina,"367,155,198",2005-02-01
North Dakota,"32,990,018",2005-02-01
Ohio,"392,174,882",2005-02-01
Oklahoma,"159,101,278",2005-02-01
Oregon,"153,848,105",2005-02-01
Pennsylvania,"383,678,177",2005-02-01
Rhode Island,"32,050,433",2005-02-01
South Carolina,"215,361,788",2005-02-01
South Dakota,"28,635,867",2005-02-01
Tennessee,"206,279,928",2005-02-01
Texas,"882,393,966",2005-02-01
Utah,"75,869,442",2005-02-01
Vermont,"27,414,333",2005-02-01
Virginia,"297,247,221",2005-02-01
Washington,"209,705,618",2005-02-01
West Virginia,"62,634,198",2005-02-01
Wisconsin,"179,082,447",2005-02-01
Wyoming,"30,726,909",2005-02-01
Alabama,"203,605,833",2006-02-01
Alaska,"20,002,301",2006-02-01
Arizona,"225,045,615",2006-02-01
Arkansas,"108,505,033",2006-02-01
California,"1,233,411,764",2006-02-01
Colorado,"161,522,051",2006-02-01
Connecticut,"117,559,945",2006-02-01
Delaware,"33,729,104",2006-02-01
District of Columbia,"10,899,657",2006-02-01
Florida,"721,879,067",2006-02-01
Georgia,"381,663,962",2006-02-01
Hawaii,"39,699,094",2006-02-01
Idaho,"55,631,510",2006-02-01
Illinois,"407,143,589",2006-02-01
Indiana,"239,492,281",2006-02-01
Iowa,"125,567,694",2006-02-01
Kansas,"99,949,867",2006-02-01
Kentucky,"164,908,652",2006-02-01
Louisiana,"181,608,838",2006-02-01
Maine,"55,248,507",2006-02-01
Maryland,"203,466,532",2006-02-01
Massachusetts,"208,884,456",2006-02-01
Michigan,"373,569,416",2006-02-01
Minnesota,"202,160,167",2006-02-01
Mississippi,"129,223,809",2006-02-01
Missouri,"240,487,470",2006-02-01
Montana,"33,714,889",2006-02-01
Nebraska,"61,531,246",2006-02-01
Nevada,"89,858,233",2006-02-01
New Hampshire,"52,890,796",2006-02-01
New Jersey,"322,737,419",2006-02-01
New Mexico,"102,187,719",2006-02-01
New York,"515,866,530",2006-02-01
North Carolina,"334,965,708",2006-02-01
North Dakota,"28,161,461",2006-02-01
Ohio,"389,941,285",2006-02-01
Oklahoma,"160,836,377",2006-02-01
Oregon,"145,295,495",2006-02-01
Pennsylvania,"381,134,381",2006-02-01
Rhode Island,"32,968,948",2006-02-01
South Carolina,"158,478,911",2006-02-01
South Dakota,"29,052,766",2006-02-01
Tennessee,"215,034,916",2006-02-01
Texas,"893,748,961",2006-02-01
Utah,"79,089,826",2006-02-01
Vermont,"26,106,607",2006-02-01
Virginia,"306,014,644",2006-02-01
Washington,"206,439,615",2006-02-01
West Virginia,"64,139,480",2006-02-01
Wisconsin,"180,341,219",2006-02-01
Wyoming,"27,296,897",2006-02-01
Alabama,"217,624,703",2007-02-01
Alaska,"20,374,353",2007-02-01
Arizona,"227,856,747",2007-02-01
Arkansas,"109,979,177",2007-02-01
California,"1,202,285,136",2007-02-01
Colorado,"159,945,532",2007-02-01
Connecticut,"117,634,460",2007-02-01
Delaware,"33,319,211",2007-02-01
District of Columbia,"12,236,262",2007-02-01
Florida,"733,500,892",2007-02-01
Georgia,"387,582,848",2007-02-01
Hawaii,"61,293,246",2007-02-01
Idaho,"53,607,703",2007-02-01
Illinois,"412,661,548",2007-02-01
Indiana,"236,224,251",2007-02-01
Iowa,"125,195,409",2007-02-01
Kansas,"98,329,301",2007-02-01
Kentucky,"166,320,512",2007-02-01
Louisiana,"210,077,298",2007-02-01
Maine,"54,254,589",2007-02-01
Maryland,"195,546,075",2007-02-01
Massachusetts,"212,686,904",2007-02-01
Michigan,"368,661,902",2007-02-01
Minnesota,"204,157,517",2007-02-01
Mississippi,"130,205,946",2007-02-01
Missouri,"215,114,556",2007-02-01
Montana,"34,586,464",2007-02-01
Nebraska,"60,336,964",2007-02-01
Nevada,"87,737,940",2007-02-01
New Hampshire,"56,209,914",2007-02-01
New Jersey,"320,437,143",2007-02-01
New Mexico,"72,098,307",2007-02-01
New York,"429,809,854",2007-02-01
North Carolina,"341,920,346",2007-02-01
North Dakota,"26,714,922",2007-02-01
Ohio,"380,957,293",2007-02-01
Oklahoma,"149,594,114",2007-02-01
Oregon,"140,277,547",2007-02-01
Pennsylvania,"378,551,914",2007-02-01
Rhode Island,"32,768,603",2007-02-01
South Carolina,"169,088,555",2007-02-01
South Dakota,"29,809,239",2007-02-01
Tennessee,"236,432,422",2007-02-01
Texas,"918,787,231",2007-02-01
Utah,"79,676,664",2007-02-01
Vermont,"27,021,575",2007-02-01
Virginia,"300,048,084",2007-02-01
Washington,"201,719,440",2007-02-01
West Virginia,"39,863,633",2007-02-01
Wisconsin,"192,240,396",2007-02-01
Wyoming,"25,590,597",2007-02-01
Alabama,"211,862,943",2008-02-01
Alaska,"20,977,518",2008-02-01
Arizona,"230,033,664",2008-02-01
Arkansas,"110,523,168",2008-02-01
California,"1,284,905,800",2008-02-01
Colorado,"166,334,148",2008-02-01
Connecticut,"115,965,136",2008-02-01
Delaware,"34,109,013",2008-02-01
District of Columbia,"10,418,711",2008-02-01
Florida,"697,010,762",2008-02-01
Georgia,"385,280,398",2008-02-01
Hawaii,"33,786,991",2008-02-01
Idaho,"54,300,177",2008-02-01
Illinois,"405,192,545",2008-02-01
Indiana,"238,608,270",2008-02-01
Iowa,"118,349,375",2008-02-01
Kansas,"102,014,949",2008-02-01
Kentucky,"159,909,570",2008-02-01
Louisiana,"181,323,969",2008-02-01
Maine,"47,977,630",2008-02-01
Maryland,"216,533,300",2008-02-01
Massachusetts,"214,346,586",2008-02-01
Michigan,"354,381,870",2008-02-01
Minnesota,"205,213,958",2008-02-01
Mississippi,"121,944,996",2008-02-01
Missouri,"238,381,783",2008-02-01
Montana,"34,897,288",2008-02-01
Nebraska,"62,801,177",2008-02-01
Nevada,"90,337,235",2008-02-01
New Hampshire,"56,325,523",2008-02-01
New Jersey,"329,424,943",2008-02-01
New Mexico,"84,358,208",2008-02-01
New York,"418,649,608",2008-02-01
North Carolina,"346,600,074",2008-02-01
North Dakota,"27,364,561",2008-02-01
Ohio,"388,563,456",2008-02-01
Oklahoma,"148,429,697",2008-02-01
Oregon,"118,791,661",2008-02-01
Pennsylvania,"365,751,451",2008-02-01
Rhode Island,"29,870,287",2008-02-01
South Carolina,"207,333,727",2008-02-01
South Dakota,"31,295,610",2008-02-01
Tennessee,"236,274,193",2008-02-01
Texas,"955,203,801",2008-02-01
Utah,"83,701,568",2008-02-01
Vermont,"26,356,610",2008-02-01
Virginia,"303,612,450",2008-02-01
Washington,"206,947,353",2008-02-01
West Virginia,"60,263,799",2008-02-01
Wisconsin,"192,318,046",2008-02-01
Wyoming,"33,381,694",2008-02-01
Alabama,"209,839,700",2009-02-01
Alaska,"21,484,176",2009-02-01
Arizona,"200,561,955",2009-02-01
Arkansas,"116,511,049",2009-02-01
California,"1,124,211,028",2009-02-01
Colorado,"156,540,588",2009-02-01
Connecticut,"113,123,607",2009-02-01
Delaware,"32,836,088",2009-02-01
District of Columbia,"11,264,715",2009-02-01
Florida,"696,912,202",2009-02-01
Georgia,"377,325,768",2009-02-01
Hawaii,"27,054,896",2009-02-01
Idaho,"48,992,968",2009-02-01
Illinois,"367,002,135",2009-02-01
Indiana,"229,932,052",2009-02-01
Iowa,"118,640,172",2009-02-01
Kansas,"98,410,272",2009-02-01
Kentucky,"167,740,306",2009-02-01
Louisiana,"181,870,709",2009-02-01
Maine,"51,814,836",2009-02-01
Maryland,"238,466,567",2009-02-01
Massachusetts,"207,557,990",2009-02-01
Michigan,"346,988,098",2009-02-01
Minnesota,"192,812,999",2009-02-01
Mississippi,"131,795,265",2009-02-01
Missouri,"231,823,114",2009-02-01
Montana,"33,210,538",2009-02-01
Nebraska,"60,075,143",2009-02-01
Nevada,"82,283,551",2009-02-01
New Hampshire,"54,623,651",2009-02-01
New Jersey,"305,458,457",2009-02-01
New Mexico,"74,045,032",2009-02-01
New York,"398,486,077",2009-02-01
North Carolina,"336,995,919",2009-02-01
North Dakota,"26,468,275",2009-02-01
Ohio,"374,124,258",2009-02-01
Oklahoma,"147,626,888",2009-02-01
Oregon,"140,715,873",2009-02-01
Pennsylvania,"371,777,559",2009-02-01
Rhode Island,"30,098,811",2009-02-01
South Carolina,"178,271,383",2009-02-01
South Dakota,"27,766,034",2009-02-01
Tennessee,"225,410,650",2009-02-01
Texas,"929,077,953",2009-02-01
Utah,"77,932,285",2009-02-01
Vermont,"25,518,922",2009-02-01
Virginia,"297,534,741",2009-02-01
Washington,"199,478,727",2009-02-01
West Virginia,"89,467,439",2009-02-01
Wisconsin,"181,777,284",2009-02-01
Wyoming,"32,909,788",2009-02-01
Alabama,"204,033,862",2010-02-01
Alaska,"17,225,898",2010-02-01
Arizona,"209,092,189",2010-02-01
Arkansas,"107,398,719",2010-02-01
California,"1,134,211,818",2010-02-01
Colorado,"157,224,098",2010-02-01
Connecticut,"109,313,343",2010-02-01
Delaware,"29,556,577",2010-02-01
District of Columbia,"8,360,230",2010-02-01
Florida,"682,702,757",2010-02-01
Georgia,"366,198,579",2010-02-01
Hawaii,"33,648,775",2010-02-01
Idaho,"54,998,470",2010-02-01
Illinois,"434,500,618",2010-02-01
Indiana,"225,000,380",2010-02-01
Iowa,"120,354,647",2010-02-01
Kansas,"97,114,062",2010-02-01
Kentucky,"157,543,462",2010-02-01
Louisiana,"173,668,457",2010-02-01
Maine,"53,267,871",2010-02-01
Maryland,"190,945,324",2010-02-01
Massachusetts,"204,536,428",2010-02-01
Michigan,"348,550,305",2010-02-01
Minnesota,"190,424,972",2010-02-01
Mississippi,"118,556,237",2010-02-01
Missouri,"230,256,303",2010-02-01
Montana,"33,573,498",2010-02-01
Nebraska,"60,585,213",2010-02-01
Nevada,"80,855,962",2010-02-01
New Hampshire,"53,611,625",2010-02-01
New Jersey,"263,180,086",2010-02-01
New Mexico,"65,866,699",2010-02-01
New York,"427,243,790",2010-02-01
North Carolina,"328,231,846",2010-02-01
North Dakota,"26,850,226",2010-02-01
Ohio,"359,553,420",2010-02-01
Oklahoma,"192,833,871",2010-02-01
Oregon,"152,688,071",2010-02-01
Pennsylvania,"352,679,079",2010-02-01
Rhode Island,"28,708,972",2010-02-01
South Carolina,"162,850,549",2010-02-01
South Dakota,"30,770,993",2010-02-01
Tennessee,"212,189,722",2010-02-01
Texas,"925,556,636",2010-02-01
Utah,"78,733,505",2010-02-01
Vermont,"24,579,037",2010-02-01
Virginia,"310,455,408",2010-02-01
Washington,"200,247,105",2010-02-01
West Virginia,"84,733,735",2010-02-01
Wisconsin,"188,276,487",2010-02-01
Wyoming,"18,634,902",2010-02-01
Alabama,"197,431,001",2011-02-01
Alaska,"21,780,924",2011-02-01
Arizona,"207,058,850",2011-02-01
Arkansas,"101,736,981",2011-02-01
California,"1,133,494,562",2011-02-01
Colorado,"158,230,812",2011-02-01
Connecticut,"109,253,881",2011-02-01
Delaware,"32,626,828",2011-02-01
District of Columbia,"7,631,161",2011-02-01
Florida,"674,648,997",2011-02-01
Georgia,"369,432,188",2011-02-01
Hawaii,"43,297,839",2011-02-01
Idaho,"53,405,158",2011-02-01
Illinois,"365,585,813",2011-02-01
Indiana,"223,546,506",2011-02-01
Iowa,"123,543,435",2011-02-01
Kansas,"92,859,446",2011-02-01
Kentucky,"160,537,674",2011-02-01
Louisiana,"176,268,977",2011-02-01
Maine,"51,487,131",2011-02-01
Maryland,"217,376,915",2011-02-01
Massachusetts,"207,567,123",2011-02-01
Michigan,"330,943,924",2011-02-01
Minnesota,"189,343,493",2011-02-01
Mississippi,"108,204,814",2011-02-01
Missouri,"219,045,064",2011-02-01
Montana,"34,109,789",2011-02-01
Nebraska,"60,206,970",2011-02-01
Nevada,"79,747,230",2011-02-01
New Hampshire,"54,022,099",2011-02-01
New Jersey,"295,354,100",2011-02-01
New Mexico,"69,160,665",2011-02-01
New York,"460,614,499",2011-02-01
North Carolina,"341,327,594",2011-02-01
North Dakota,"27,326,195",2011-02-01
Ohio,"361,911,778",2011-02-01
Oklahoma,"176,909,392",2011-02-01
Oregon,"148,754,906",2011-02-01
Pennsylvania,"368,162,602",2011-02-01
Rhode Island,"29,008,874",2011-02-01
South Carolina,"195,472,625",2011-02-01
South Dakota,"47,716,671",2011-02-01
Tennessee,"212,873,747",2011-02-01
Texas,"905,748,121",2011-02-01
Utah,"82,082,970",2011-02-01
Vermont,"25,419,090",2011-02-01
Virginia,"261,209,625",2011-02-01
Washington,"203,831,047",2011-02-01
West Virginia,"58,781,573",2011-02-01
Wisconsin,"185,377,279",2011-02-01
Wyoming,"26,150,277",2011-02-01
Alabama,"203,331,090",2000-03-01
Alaska,"20,968,226",2000-03-01
Arizona,"211,781,420",2000-03-01
Arkansas,"120,051,483",2000-03-01
California,"1,221,347,659",2000-03-01
Colorado,"143,381,410",2000-03-01
Connecticut,"126,344,295",2000-03-01
Delaware,"32,311,186",2000-03-01
Dist. of Col.,"16,240,434",2000-03-01
Florida,"628,362,649",2000-03-01
Georgia,"411,453,655",2000-03-01
Hawaii,"40,240,677",2000-03-01
Idaho,"44,102,957",2000-03-01
Illinois,"249,857,729",2000-03-01
Indiana,"263,981,932",2000-03-01
Iowa,"126,444,404",2000-03-01
Kansas,"117,341,117",2000-03-01
Kentucky,"157,477,235",2000-03-01
Louisiana,"189,379,094",2000-03-01
Maine,"5,704,825",2000-03-01
Maryland,"195,703,217",2000-03-01
Massachusetts,"217,741,394",2000-03-01
Michigan,"416,210,784",2000-03-01
Minnesota,"202,418,512",2000-03-01
Mississippi,"122,882,789",2000-03-01
Missouri,"259,750,646",2000-03-01
Montana,"38,558,801",2000-03-01
Nebraska,"68,156,509",2000-03-01
Nevada,"78,339,679",2000-03-01
New Hampshire,"53,185,333",2000-03-01
New Jersey,"318,466,533",2000-03-01
New Mexico,"56,260,482",2000-03-01
New York,"451,458,874",2000-03-01
North Carolina,"353,117,234",2000-03-01
North Dakota,"26,886,464",2000-03-01
Ohio,"434,234,139",2000-03-01
Oklahoma,"160,488,834",2000-03-01
Oregon,"126,687,379",2000-03-01
Pennsylvania,"414,507,680",2000-03-01
Rhode Island,"32,737,000",2000-03-01
South Carolina,"194,600,592",2000-03-01
South Dakota,"32,421,929",2000-03-01
Tennessee,"237,584,782",2000-03-01
Texas,"929,145,232",2000-03-01
Utah,"88,431,940",2000-03-01
Vermont,"27,257,770",2000-03-01
Virginia,"279,197,997",2000-03-01
Washington,"222,265,696",2000-03-01
West Virginia,"55,412,928",2000-03-01
Wisconsin,"195,076,115",2000-03-01
Wyoming,"24,961,486",2000-03-01
Alabama,"208,661,239",2001-03-01
Alaska,"23,273,691",2001-03-01
Arizona,"218,713,081",2001-03-01
Arkansas,"119,726,320",2001-03-01
California,"1,269,289,220",2001-03-01
Colorado,"110,184,822",2001-03-01
Connecticut,"120,397,658",2001-03-01
Delaware,"32,630,644",2001-03-01
District of Columbia,"14,836,248",2001-03-01
Florida,"624,014,209",2001-03-01
Georgia,"415,182,181",2001-03-01
Hawaii,"35,058,311",2001-03-01
Idaho,"43,516,050",2001-03-01
Illinois,"405,864,021",2001-03-01
Indiana,"266,297,436",2001-03-01
Iowa,"128,007,662",2001-03-01
Kansas,"108,956,187",2001-03-01
Kentucky,"181,413,563",2001-03-01
Louisiana,"199,009,827",2001-03-01
Maine,"28,985,712",2001-03-01
Maryland,"207,070,015",2001-03-01
Massachusetts,"217,739,798",2001-03-01
Michigan,"433,430,202",2001-03-01
Minnesota,"213,802,503",2001-03-01
Mississippi,"130,340,449",2001-03-01
Missouri,"247,126,612",2001-03-01
Montana,"37,901,739",2001-03-01
Nebraska,"71,563,513",2001-03-01
Nevada,"81,239,226",2001-03-01
New Hampshire,"54,480,579",2001-03-01
New Jersey,"328,553,905",2001-03-01
New Mexico,"72,319,331",2001-03-01
New York,"429,785,221",2001-03-01
North Carolina,"352,484,654",2001-03-01
North Dakota,"28,337,626",2001-03-01
Ohio,"435,045,930",2001-03-01
